薬品ｺｰﾄﾞ	ﾖﾐｶﾞﾅ	種	薬品名	規格	メーカー	棚番	薬価	購入価	在庫数	調整量	単位	①薬価金額	②購入金額	①－②	販売会社	厚生省ｺｰﾄﾞ
53122007F20301	ｱﾘﾅﾐﾝｴﾌ02	内	２５ｍｇアリナミンＦ糖衣錠(PTP1錠)		武田テバ薬品	茶あ､PTP/バラ	5.9	4.55	417	0	錠	2460.3	1897.35	562.95	武田薬品	3122007F2039	4987123063470;4987123127127;4987123139120;
53122007F30201	ｱﾘﾅﾐﾝｴﾌ05	内	５０ｍｇアリナミンＦ糖衣錠(PTP1錠)		武田テバ薬品	下	8.3	6.19	116	0	錠	962.8	718.04	244.76	武田薬品	3122007F3027	4987123127134;
51179045F10701	ｱﾘﾋﾟﾌﾟﾗｿﾞ	内	アリピプラゾール錠３ｍｇ「サワイ」(PTP1錠)		沢井製薬		8.2	6.2174	77	0	錠	631.4	478.7398	152.6602	沢井製薬	1179045F1074	4987080152217;4987080152224;
51179045F20701	ｱﾘﾋﾟﾌﾟﾗｿﾞ	内	アリピプラゾール錠６ｍｇ「サワイ」(PTP1錠)		沢井製薬	下劇	15	12.8462	13	0	錠	195	167.0006	27.9994	沢井製薬	1179045F2070	4987080154211;4987080154228;
52329008C10902	ｱﾙｻﾙﾐﾝｻ	内	アルサルミン細粒９０％(分包1ｇ)		富士化学	分包棚､5-4	6.5	4.9762	323	0	ｇ	2099.5	1607.3126	492.1874	日医工	2329008C1097	4987376331821;4987376331838;
52329008S11002	ｱﾙｻﾙﾐﾝﾅ	内	アルサルミン内用液１０％(分包10mL)		富士化学	分包棚5-5	2.4	1.9	1070	0	mL	2568	2033	535	日医工	2329008S1105	4987376331913;
52133001F15201	ｱﾙﾀﾞｸﾄﾝ02	内	アルダクトンＡ錠２５ｍｇ(PTP1錠)		ファイザー	茶､PTP	16.8	13.13	169.5	0	錠	2847.6	2225.535	622.065	ファイザー	2133001F1522	4987114936301;4987114936400;
52133001F15247	ｱﾙﾀﾞｸﾄﾝ02	内	アルダクトンＡ錠２５ｍｇ(ﾊﾞﾗ1錠)		ファイザー	カセット､バラ	16.8	13.13	476	0	錠	7996.8	6249.88	1746.92	ファイザー	2133001F1522	4987114937209;
52325004M10801	ｱﾙﾀｯﾄｶﾌ07	内	アルタットカプセル７５ｍｇ(PTP1Ｃ)		あすか製薬	茶	28	21.44	190	0	Ｃ	5320	4073.6	1246.4	武田薬品	2325004M1087	4987123154970;4987123154987;4987123155007;
61141700J30202	ｱﾙﾋﾟﾆｰｻ20	外	アルピニー坐剤２００　２００ｍｇ(組5個)		久光製薬		21.2	21	0	0	個	0	0	0	久光製薬	1141700J3021	4987188490617;
53112001F10601	ｱﾙﾌｧｶﾙｼｼﾞ	内	アルファカルシドール錠０．２５μｇ「アメル」(PTP1錠)		共和薬品	茶劇	5.9	4.5893	0	0	錠	0	0	0	共和薬品	3112001F1063	4987058171387;4987058171844;
53112001F20601	ｱﾙﾌｧｶﾙｼｼﾞ	内	アルファカルシドール錠０．５μｇ「アメル」(PTP1錠)		共和薬品	茶劇	5.9	5.9	162	0	錠	955.8	955.8	0	共和薬品	3112001F2060	4987058172384;4987058172841;
53112001F30601	ｱﾙﾌｧｶﾙｼｼﾞ	内	アルファカルシドール錠１．０μｇ「アメル」　１μｇ(PTP1錠)		共和薬品	下劇	6.4	5.64	81	0	錠	518.4	456.84	61.56	共和薬品	3112001F3066	4987058173381;4987058173848;
53112001M10401	ｱﾙﾌｧﾛｰﾙ02	内	アルファロールカプセル０．２５μｇ(PTP1Ｃ)		中外製薬	茶劇	10.5	8.36	156	0	Ｃ	1638	1304.16	333.84	中外製薬	3112001M1046	4987136157227;
53112001M20601	ｱﾙﾌｧﾛｰﾙ05	内	アルファロールカプセル０．５μｇ(PTP1Ｃ)		中外製薬	下劇	10.6	8.44	122	0	Ｃ	1293.2	1029.68	263.52	中外製薬	3112001M2069	4987136157241;
53112001B40302	ｱﾙﾌｧﾛｰﾙｻ	内	アルファロール散１μｇ／ｇ(分包0.5ｇ)		中外製薬	散剤上劇	55.6	59.7647	8.5	0	ｇ	472.6	508	-35.4	中外製薬	3112001B4036	4987136117597;
51124023F11101	ｱﾙﾌﾟﾗｿﾞ04	内	アルプラゾラム錠０．４ｍｇ「サワイ」(PTP1錠)		メディサ新薬	向３－３０	5.7	4.5676	77	0	錠	438.9	351.7052	87.1948	沢井製薬	1124023F1118	4987080100218;4987080100232;
62646727M10201	ｱﾙﾒﾀﾅﾝｺ	外	アルメタ軟膏　０．１％(ﾁｭｰﾌﾞ5ｇ)		シオノギファーマ		26.6	0	0	0	ｇ	0	0	0	塩野義製薬	2646727M1022	4987087016246;4987087016253;
52329116S10902	ｱﾙﾛｲﾄﾞ	内	アルロイドＧ内用液５％(本600mL)		カイゲンファーマ	冷蔵庫	1.36	1.0813	7480	0	mL	10172.8	8088.124	2084.676	カイゲンファーマ	2329116S1094	4987040110271;
54490023F10201	ｱﾚｸﾞﾗｼﾞ06	内	アレグラ錠６０ｍｇ(PTP1錠)		サノフィ	茶	41.6	33.2976	168	0	錠	6988.8	5593.9968	1394.8032	サノフィ	4490023F1024	4987199100420;4987199100437;4987199100444;4987199100451;4987199100468;
61319762Q20201	ｱﾚｼﾞｵﾝﾃ10	外	アレジオンＬＸ点眼液０．１％(本5mL)		参天製薬	茶点眼	541.5	468.24	60	0	mL	32490	28094.4	4395.6	参天製薬	1319762Q2024	4987084309044;
51132002F20401	ｱﾚﾋﾞｱﾁﾝ10	内	アレビアチン錠１００ｍｇ(PTP1錠)		住友ファーマ	茶	12.9	11.21	14	0	錠	180.6	156.94	23.66	住友ファーマ	1132002F2041	4987116031455;4987116040419;
54490025F40201	ｱﾚﾛｯｸ05	内	アレロックＯＤ錠５　５ｍｇ(PTP1錠)		協和キリン	茶	32.5	26.0993	51	0	錠	1657.5	1331.0643	326.4357	協和キリン	4490025F4022	4987057569628;4987057569635;4987057569642;
54490025D10201	ｱﾚﾛｯｸｶ05	内	アレロック顆粒０．５％(分包0.5ｇ)		協和キリン		44	33.14	100	0	ｇ	4400	3314	1086	協和キリン	4490025D1022	4987057580678;4987057582818;
54490025D10247	ｱﾚﾛｯｸｶ05	内	アレロック顆粒０．５％(ﾊﾞﾗ1ｇ)		協和キリン		44	0	0	0	ｇ	0	0	0	協和キリン	4490025D1022	4987057580661;
53999018F11901	ｱﾚﾝﾄﾞﾛﾝ05	内	アレンドロン酸錠５ｍｇ「ＮＩＧ」(PTP1錠)		日医工岐阜工場	下劇	20.7	15.38	157	0	錠	3249.9	2414.66	835.24	日医工	3999018F1196	4987376710114;
53999018F20901	ｱﾚﾝﾄﾞﾛﾝ35	内	アレンドロン酸錠３５ｍｇ「日医工」(患者用PK1錠)		日医工	茶劇	124	92.3	29	0	錠	3596	2676.7	919.3	日医工	3999018F2095	4987376181914;4987376181921;
52359102X10701	ｱﾛｰｾﾞﾝ	内	アローゼン顆粒(分包0.5ｇ)		サンファーマ	分包棚5-1､0.5g分包	6.5	5.58	380	0	ｇ	2470	2120.4	349.6	サンファーマ	2359102X1072	4987047120723;4987047120730;4987047120747;4987047120754;
52123014F10901	ｱﾛﾁﾉﾛｰﾙｴ0	内	アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」(PTP1錠)		住友ファーマ	下	12.3	9.42	26	0	錠	319.8	244.92	74.88	住友ファーマ	2123014F1094	4987116140171;4987116140188;
52123014F22001	ｱﾛﾁﾉﾛｰﾙｴ1	内	アロチノロール塩酸塩錠１０ｍｇ「ＤＳＰ」(PTP1錠)		住友ファーマ	下袋	18.1	15.42	67	0	錠	1212.7	1033.14	179.56	住友ファーマ	2123014F2201	4987116140218;4987116140225;4987116140232;
53943001F22401	ｱﾛﾌﾟﾘﾉｰ05	内	アロプリノール錠５０ｍｇ「サワイ」(PTP1錠)		沢井製薬	下	6.1	5.2	190	0	錠	1159	988	171	沢井製薬	3943001F2248	4987080395010;
53943001F15401	ｱﾛﾌﾟﾘﾉｰ10	内	アロプリノール錠１００ｍｇ「ケミファ」(PTP1錠)		日本ケミファ	茶	7.8	6.61	193	0	錠	1505.4	1275.73	229.67	日本ケミファ	3943001F1543	4987171638187;4987171638477;4987171638613;
54291012F10202	ｱﾛﾏｼﾝｼﾞ02	内	アロマシン錠２５ｍｇ(PTP1錠)		ファイザー	抗癌剤（１）	253.4	195.3571	105	0	錠	26607	20512.4955	6094.5045	ファイザー	4291012F1022	4987114822000;4987114824400;
62646730N10501	ｱﾝﾃﾍﾞｰﾄｸ	外	アンテベートクリーム０．０５％(ﾁｭｰﾌﾞ5ｇ)		鳥居薬品	外用下劇	18.7	22.5	20	0	ｇ	374	450	-76	鳥居薬品	2646730N1054	4987158145004;4987158145011;
62646730N10547	ｱﾝﾃﾍﾞｰﾄｸ	外	アンテベートクリーム０．０５％(ﾊﾞﾗ1ｇ)		鳥居薬品	外用棚､バラ	18.7	16.3	90	0	ｇ	1683	1467	216	鳥居薬品	2646730N1054	4987158145042;4987158145059;
62646730M10501	ｱﾝﾃﾍﾞｰﾄﾅ	外	アンテベート軟膏０．０５％(ﾁｭｰﾌﾞ5ｇ)		鳥居薬品	外用茶劇､５Ｇ	18.7	14.26	155	0	ｇ	2898.5	2210.3	688.2	鳥居薬品	2646730M1059	4987158144007;4987158144014;
62646730M10547	ｱﾝﾃﾍﾞｰﾄﾅ	外	アンテベート軟膏０．０５％(ﾊﾞﾗ1ｇ)		鳥居薬品	外用棚１､バラ	18.7	14.2333	260	0	ｇ	4862	3700.658	1161.342	鳥居薬品	2646730M1059	4987158144045;4987158144052;
62646730Q10201	ｱﾝﾃﾍﾞｰﾄﾛ	外	アンテベートローション０．０５％(本10ｇ)		鳥居薬品	外用茶劇､10G/本	18.7	15.03	110	0	ｇ	2057	1653.3	403.7	鳥居薬品	2646730Q1026	4987158143215;4987158143239;
61141700J21301	ｱﾝﾋﾊﾞｻ10	外	アンヒバ坐剤小児用１００ｍｇ(組5個)		マイランＥＰＤ	冷蔵庫大	19.7	19.6667	0	0	個	0	0	0	マイランＥＰＤ	1141700J2130	4987888170345;4987888170352;
61141700J31101	ｱﾝﾋﾊﾞｻ20	外	アンヒバ坐剤小児用２００ｍｇ(組5個)		マイランＥＰＤ	冷蔵庫大	21.9	17.08	15	0	個	328.5	256.2	72.3	マイランＥＰＤ	1141700J3110	4987888170253;4987888170260;
52239001F14704	ｱﾝﾌﾞﾛｷｿ15	内	アンブロキソール塩酸塩錠１５ｍｇ「タイヨー」(PTP1錠)		武田テバファーマ	下	5.7	3.68	197	0	錠	1122.9	724.96	397.94	武田薬品	2239001F1475	4987123409261;
52239001G10202	ｱﾝﾌﾞﾛｷｿｵ	内	アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ＺＥ」(PTP1錠)		全星薬品	茶	16.1	13.48	428	0	錠	6890.8	5769.44	1121.36	全星薬品	2239001G1020	4987104065011;4987104065028;
52239001Q12047	ｱﾝﾌﾞﾛｷｿｼ0	内	アンブロキソール塩酸塩シロップ小児用０．３％「タカタ」(ﾊﾞﾗ1mL)		高田製薬	新規薬	5.2	3.366	490	0	mL	2548	1649.34	898.66	高田製薬	2239001Q1204	4987120067402;
68114700J10201	ｱﾝﾍﾟｯｸｻ01	外	アンペック坐剤１０ｍｇ(組5個)		住友ファーマ	麻薬	320.1	285.0588	17	0	個	5441.7	4845.9996	595.7004	住友ファーマ	8114700J1023	4987116776714;
68114700J30201	ｱﾝﾍﾟｯｸｻ03	外	アンペック坐剤３０ｍｇ(組5個)		住友ファーマ	麻薬	866.3	819.1	10	0	個	8663	8191	472	住友ファーマ	8114700J3026	4987116777414;
51139010F10202	ｲｰｹﾌﾟﾗ25	内	イーケプラ錠２５０ｍｇ(PTP1錠)		ユーシービージャパン		92.3	0	0	0	錠	0	0	0	ユーシービージャパン	1139010F1024	4987700000058;4987700000065;
51139010F20202	ｲｰｹﾌﾟﾗ50	内	イーケプラ錠５００ｍｇ(PTP1錠)		ユーシービージャパン	下	150.5	173.5849	0	0	錠	0	0	0	ユーシービージャパン	1139010F2020	4987700000027;4987700000034;
53339003F10201	ｲｸﾞｻﾞﾚﾙﾄ1	内	イグザレルト錠１０ｍｇ(PTP1錠)		バイエル薬品	茶､PTPバラ	362.7	312.96	228	0	錠	82695.6	71354.88	11340.72	バイエル薬品	3339003F1024	4987341109684;4987341109691;4987341109721;
53339003F20201	ｲｸﾞｻﾞﾚﾙﾄ1	内	イグザレルト錠１５ｍｇ(PTP1錠)		バイエル薬品	茶	504	427.63	182	0	錠	91728	77828.66	13899.34	バイエル薬品	3339003F2020	4987341109639;4987341109646;
54291031F10201	ｲｸｽﾀﾝｼﾞ04	内	イクスタンジ錠４０ｍｇ(PTP1錠)		アステラス製薬		2391.6	0	0	0	錠	0	0	0	アステラス製薬	4291031F1025	4987233105183;
53999031F10401	ｲｸﾞﾗﾁﾓﾄﾞｼ	内	イグラチモド錠２５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶劇	56.1	45.4	446	0	錠	25020.6	20248.4	4772.2	沢井製薬	3999031F1043	4987080561415;
53399004M30701	ｲｺｻﾍﾟﾝﾄ60	内	イコサペント酸エチル粒状カプセル６００ｍｇ「日医工」(分包1包)		日医工	分包棚5-2	24.6	20.7381	897	0	包	22066.2	18602.0757	3464.1243	日医工	3399004M3070	4987376014014;4987376014021;
53399004M40701	ｲｺｻﾍﾟﾝﾄ90	内	イコサペント酸エチル粒状カプセル９００ｍｇ「日医工」(分包1包)		日医工	分包棚5-2	34.3	34.2976	456	0	包	15640.8	15639.7056	1.0944	日医工	3399004M4076	4987376014113;4987376014120;
53399004M13301	ｲｺｻﾍﾟﾝﾄｶ3	内	イコサペント酸エチルカプセル３００ｍｇ「サワイ」(PTP1Ｃ)		メディサ新薬	下	13.6	13	80	0	Ｃ	1088	1040	48	沢井製薬	3399004M1336	4987080647010;4987080647027;
56222001F30301	ｲｽｺﾁﾝｼﾞ10	内	イスコチン錠１００ｍｇ(PTP1錠)		アルフレッサファーマ	不動在庫	9.8	8.8	67.5	0	錠	661.5	594	67.5	アルフレッサファーマ	6222001F3037	4987274130052;
62699801V11101	ｲｿｼﾞﾝｼ	外	イソジンシュガーパスタ軟膏(ﾁｭｰﾌﾞ100ｇ)		ムンディファーマ	外用棚､100G	9	9	395	0	ｇ	3555	3555	0	塩野義製薬	2699801V1114	4987087041996;
52139001Q10301	ｲｿｿﾙﾋﾞﾄﾅｾ	内	イソソルビド内服ゼリー７０％分包２０ｇ「日医工」(個1個)		三和化学研究所	クラシエ漢方棚	84.8	77.2857	21	0	個	1780.8	1622.9997	157.8003	日医工	2139001Q1039	4987376557801;
52139001S30201	ｲｿﾊﾞｲﾄﾞｼ2	内	イソバイドシロップ７０％分包２０ｍＬ(分包1包)		興和	分包棚３	74.1	79.5	8	0	包	592.8	636	-43.2	日本新薬	2139001S3020	4987173018963;
52139001S20301	ｲｿﾊﾞｲﾄﾞｼ3	内	イソバイドシロップ７０％分包３０ｍＬ(分包1包)		興和	分包棚４､30ML	105.9	80.0476	69	0	包	7307.1	5523.2844	1783.8156	日本新薬	2139001S2032	4987173018987;
62649719N10903	ｲﾄﾞﾒｼﾝｺｸ	外	イドメシンコーワクリーム１％(ﾁｭｰﾌﾞ35ｇ)		興和	外用下	4.6	3.4229	105	0	ｇ	483	359.4045	123.5955	興和	2649719N1092	4987770577405;
62649719M11703	ｲﾄﾞﾒｼﾝｺｹ	外	イドメシンコーワゲル１％(ﾁｭｰﾌﾞ35ｇ)		興和	外用下	4.6	4.6	70	0	ｇ	322	322	0	興和	2649719M1178	4987770577108;
62649719S11902	ｲﾄﾞﾒｼﾝｺﾊ	外	イドメシンコーワパップ７０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚)		興和	湿布棚３､7枚入	17.1	17	21	0	枚	359.1	357	2.1	興和	2649719S1193	4987770556004;4987770556103;
66250703G10201	ｲﾅﾋﾞﾙ	外	イナビル吸入粉末剤２０ｍｇ(ｷｯﾄ1ｷｯﾄ)		第一三共	吸入	2179.5	0	0	0	ｷｯﾄ	0	0	0	第一三共	6250703G1022	4987081103003;
53969105F10201	ｲﾆｼﾝｸﾊ	内	イニシンク配合錠(PTP1錠)		武田薬品	茶劇	148.4	125.52	191	0	錠	28344.4	23974.32	4370.08	武田薬品	3969105F1023	4987123158367;
53259120S10201	ｲﾉﾗｽ	内	イノラス配合経腸用液(袋187.5mL)		ＥＮ大塚	湿布棚３	1.52	1.3091	3937.5	0	mL	5985	5154.5812	830.4188	大塚製薬	3259120S1021	4987035593508;4987035593805;4987035611004;4987035611103;4987035654506;4987035654605;4987035654704;4987035654803;
53259120S10250	ｲﾉﾗｽ	内	イノラス配合経腸用液(1mL)		ＥＮ大塚		1.52	0	0	0	mL	0	0	0		3259120S1021	
51179055N20201	ｲﾌｪｸｻｰ07	内	イフェクサーＳＲカプセル７５ｍｇ(PTP1Ｃ)		ヴィアトリス製薬		202.8	0	-28	0	Ｃ	-5678.4	0	-5678.4	ファイザー	1179055N2028	4987114105608;4987114105707;
51179055N20202	ｲﾌｪｸｻｰ07	内	イフェクサーＳＲカプセル７５ｍｇ(PTP1Ｃ)		ヴィアトリス製薬		202.8	164.69	100	0	Ｃ	20280	16469	3811	ヴィアトリス製薬	1179055N2028	4987901000505;4987901000604;
52190005F22201	ｲﾌｪﾝﾌﾟﾛ02	内	イフェンプロジル酒石酸塩錠２０ｍｇ「ツルハラ」(PTP1錠)		鶴原製薬		5.9	4.6993	415	0	錠	2448.5	1950.2095	498.2905	鶴原製薬	2190005F2221	4987271004752;4987271004769;
51149001F14801	ｲﾌﾞﾌﾟﾛﾌ10	内	イブプロフェン錠１００ｍｇ「タイヨー」(PTP1錠)		武田テバファーマ		5.1	3.51	200	0	錠	1020	702	318	武田薬品	1149001F1480	4987123410724;
54291051M10201	ｲﾌﾞﾗﾝｽｶﾌﾟ	内	イブランスカプセル２５ｍｇ(PTP1Ｃ)		ファイザー	抗癌剤（１）	5679.7	5062.2105	0	0	Ｃ	0	0	0	ファイザー	4291051M1021	4987114182500;
54291051F10201	ｲﾌﾞﾗﾝｽｼﾞ0	内	イブランス錠２５ｍｇ(PTP1錠)		ファイザー		5679.7	0	0	0	錠	0	0	0	ファイザー	4291051F1022	4987114193803;
52160003F10201	ｲﾐｸﾞﾗﾝｼ05	内	イミグラン錠５０　５０ｍｇ(PTP1錠)		グラクソ・スミスクラ		490.1	0	0	0	錠	0	0	0	グラクソ・スミスクラ	2160003F1022	4987246711043;
52590013F20701	ｲﾐﾀﾞﾌｪﾅｵ0	内	イミダフェナシンＯＤ錠０．１ｍｇ「杏林」(PTP1錠)		キョーリンリメディオ	茶	23.7	17.23	314	0	錠	7441.8	5410.22	2031.58	杏林製薬	2590013F2074	4987060309969;4987060309976;
52144008F21802	ｲﾐﾀﾞﾌﾟﾘ05	内	イミダプリル塩酸塩錠５ｍｇ「ＤＳＥＰ」(PTP1錠)		第一三共エスファ	茶	18.6	18.6	238	0	錠	4426.8	4426.8	0	第一三共	2144008F2184	4987081181179;
54291043M10201	ｲﾑﾌﾞﾙﾋﾞｶｶ	内	イムブルビカカプセル１４０ｍｇ(PTP1Ｃ)		ヤンセンファーマ	抗癌剤(2)	10409.5	9289.5	0	0	Ｃ	0	0	0	ヤンセンファーマ	4291043M1027	4987672153615;
52399014F20201	ｲﾘﾎﾞｰ05	内	イリボー錠５μｇ(PTP1錠)		アステラス製薬	下劇	140.5	113.71	92	0	錠	12926	10461.32	2464.68	アステラス製薬	2399014F2022	4987233008194;
52399014F30201	ｲﾘﾎﾞｰｵ02	内	イリボーＯＤ錠２．５μｇ(PTP1錠)		アステラス製薬	下劇	85.9	67.47	11	0	錠	944.9	742.17	202.73	アステラス製薬	2399014F3029	4987233008729;
52149118F21101	ｲﾙｱﾐｸｽｴｲﾁ	内	イルアミクス配合錠ＨＤ「サワイ」(PTP1錠)		沢井製薬	下劇､PTP	31.2	22.17	186	0	錠	5803.2	4123.62	1679.58	沢井製薬	2149118F2115	4987080251316;4987080251323;
52149119F20201	ｲﾙﾄﾗｴｲﾁ	内	イルトラ配合錠ＨＤ(PTP1錠)		シオノギファーマ	下	128.9	104.1	60	0	錠	7734	6246	1488	塩野義製薬	2149119F2020	4987087040401;4987087040418;
52149046F10901	ｲﾙﾍﾞｻﾙﾀﾝｼ	内	イルベサルタン錠５０ｍｇ「ケミファ」(PTP1錠)		日本ケミファ	下	13.6	11.598	2	0	錠	27.2	23.196	4.004	日本ケミファ	2149046F1090	4987171248102;
52149046F20901	ｲﾙﾍﾞｻﾙﾀﾝｼ	内	イルベサルタン錠１００ｍｇ「ケミファ」(PTP1錠)		日本ケミファ	下	26.9	26.9	255	0	錠	6859.5	6859.5	0	日本ケミファ	2149046F2097	4987171249109;
51179053G10201	ｲﾝｳﾞｪｶﾞ03	内	インヴェガ錠３ｍｇ(PTP1錠)		ヤンセンファーマ	下劇	255.1	0	0	0	錠	0	0	0	ヤンセンファーマ	1179053G1023	4987672105744;4987672105751;
53222012Q10347	ｲﾝｸﾚﾐﾝｼ	内	インクレミンシロップ５％(ﾊﾞﾗ1mL)		アルフレッサファーマ	冷蔵庫水剤	6.2	5.56	225	0	mL	1395	1251	144	アルフレッサファーマ	3222012Q1030	4987274057137;
62649719S12202	ｲﾝｻｲﾄﾞ	外	インサイドパップ７０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚)		久光製薬		16.7	0	0	0	枚	0	0	0	久光製薬	2649719S1223	4987188431269;4987188431511;
72492423G10201	ｲﾝｽﾘﾝｱｽ90	注	インスリン　アスパルトＢＳ注ソロスターＮＲ「サノフィ」３００単位(ｷｯﾄ1ｷｯﾄ)		サノフィ		1380	1229.5	4	0	ｷｯﾄ	5520	4918	602	サノフィ	2492423G1028	4987199324659;
72492420G10201	ｲﾝｽﾘﾝｸﾞﾐ	注	インスリン　グラルギンＢＳ注ミリオペン「リリー」　３００単位(ｷｯﾄ1ｷｯﾄ)		日本イーライリリー	冷蔵庫下	1241	1069.5	0	0	ｷｯﾄ	0	0	0	日本イーライリリー	2492420G1024	4987428771100;
51179057G10201	ｲﾝﾁｭﾆﾌﾞ01	内	インチュニブ錠１ｍｇ(PTP1錠)		塩野義製薬	不動在庫	405.5	357.5143	52	0	錠	21086	18590.7436	2495.2564	塩野義製薬	1179057G1021	4987087042436;
62649719N11001	ｲﾝﾃﾊﾞﾝｸ	外	インテバンクリーム１％(ﾁｭｰﾌﾞ25ｇ)		帝國製薬	外用下､25G	4.6	5.4	25	0	ｇ	115	135	-20	帝國製薬	2649719N1106	4987641074194;4987641074200;
52123008F10402	ｲﾝﾃﾞﾗﾙｼ01	内	インデラル錠１０ｍｇ(PTP1錠)		太陽ファルマ	茶劇	10.8	8.48	205	0	錠	2214	1738.4	475.6	太陽ファルマ	2123008F1048	4987925670104;4987925670203;4987925670401;
51231014F10501	ｳﾌﾞﾚﾁﾄﾞ	内	ウブレチド錠５ｍｇ(PTP1錠)		鳥居薬品	毒薬	15.8	11.98	148	0	錠	2338.4	1773.04	565.36	鳥居薬品	1231014F1054	4987158102038;4987158102045;
53949101F10701	ｳﾗﾘｯﾄｼﾞ	内	ウラリット配合錠(PTP1錠)		日本ケミファ	茶	8.2	6.6949	87	0	錠	713.4	582.4563	130.9437	日本ケミファ	3949101F1073	4987171674239;4987171674437;4987171674635;4987171674833;
53949004F10201	ｳﾘｱﾃﾞｯｸ02	内	ウリアデック錠２０ｍｇ(PTP1錠)		三和化学研究所	茶､PTP／バラ	16.8	16.8	384.5	0	錠	6459.6	6459.6	0	三和化学研究所	3949004F1028	4987086110815;4987086110822;
53949004F20201	ｳﾘｱﾃﾞｯｸ04	内	ウリアデック錠４０ｍｇ(PTP1錠)		三和化学研究所	茶	30.5	30.5	178	0	錠	5429	5429	0	三和化学研究所	3949004F2024	4987086110860;4987086110877;
52329019M10402	ｳﾙｸﾞｰﾄｶ20	内	ウルグートカプセル２００ｍｇ(PTP1Ｃ)		共和薬品	茶	13.7	11.2889	55	0	Ｃ	753.5	620.8895	132.6105	共和薬品	2329019M1040	4987058145036;
52362001D10647	ｳﾙｿｶﾘｭｳ	内	ウルソ顆粒５％(ﾊﾞﾗ1ｇ)		田辺三菱製薬	散剤引出し１	7.5	5.9	440	0	ｇ	3300	2596	704	田辺三菱製薬	2362001D1060	4987128300891;
52362001F10801	ｳﾙｿｼﾞｮｳ05	内	ウルソ錠５０ｍｇ(PTP1錠)		田辺三菱製薬	茶	9	7.6	66	0	錠	594	501.6	92.4	田辺三菱製薬	2362001F1088	4987128300914;4987128300921;
52362001F21401	ｳﾙｿｼﾞｮｳ10	内	ウルソ錠１００ｍｇ(PTP1錠)		田辺三菱製薬	茶､PTP/ﾊﾞﾗ	10.1	8.53	373	0	錠	3767.3	3181.69	585.61	田辺三菱製薬	2362001F2149	4987128300846;4987128300853;
